IBINS#,IBADD@IN,IBADDIN,IBWPHR,IBZIP6,IBSTE,IBCITY,IBADD1,IBLABL,IBPAYID,IBCNTC                    IBDEL@ IBDTSTS,,IBMSID       IBDTMSID,,IBDTMT,,IBTMNT,,IBUSER,IBDTES,,IBTESE,,IBUSRC,IBZPGM,INNAMB
1079,3071517,03071517,8002349009,55440,MN,Minneapolis,PO Box 192,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,10/17/2012,00:00.0,1/1/1900,25:12.0,KJAGDEO,10/17/2012,00:00.0,1/1/1900,23:59.0,KJAGDEO,INSADR,Scurian Dental Plans
1080,586723,00586723,8005358086,75085,TX,Richardson,PO Box 853916,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,00:34.0,KIMKTAR,11/14/2006,00:00.0,1/1/1900,00:15.0,KIMKTAR,ADRMASTRG,HERITAGE CHOICE
1080,901313,00901313,2005358086,32203,FL,Jacksonville,PO Box 43067,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,21:50.0,KIMKTAR,5/14/2008,00:00.0,1/1/1900,21:18.0,KIMKTAR,ADRMASTRG,HERITAGE CHOICE
1081,482337,00482337,8002725995,8037,NJ,Hammonton,PO Box 613,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,30:32.0,CC_JWAHDEN,12/8/2005,00:00.0,1/1/1900,30:01.0,RBOOKMAN,ADRMASTRG,ZATLANTACARE
1082,482727,00482727,8004427742,52733,IA,Clinton,PO Box 2940,N,70408,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,30:32.0,CC_JWAHDEN,12/9/2005,00:00.0,1/1/1900,33:47.0,RBOOKMAN,ADRMASTRG,ASSURANT
1082,1195333,01195333,8666009130,52733,IA,Clinton,PO Box 2829 (Assurant Supplem),N,ASHC1,1/1/1940,00:00.0,1/1/1940,00:00.0,12/13/2011,00:00.0,1/1/1900,46:11.0,RBOOKMAN,4/8/2009,00:00.0,1/1/1900,53:38.0,CCLUETT,INSADR,ASSURANT
1082,1435173,01435173,8666009130,52733,IA,Clinton,PO Box 2829 (Assurant Supplem),N,ASHC1,1/1/1940,00:00.0,1/1/1940,00:00.0,12/13/2011,00:00.0,1/1/1900,46:14.0,RBOOKMAN,11/11/2009,00:00.0,1/1/1900,09:01.0,CCLUETT,INSADR,ASSURANT
1082,1526641,01526641,8004427742,52733,IA,Clinton,PO Box 2940,N,70408,1/1/1940,00:00.0,1/1/1940,00:00.0,2/17/2011,00:00.0,1/1/1900,51:46.0,RBOOKMAN,1/27/2010,00:00.0,1/1/1900,05:47.0,BBECKER,INSADR,ASSURANT
1082,1682730,01682730,8004427742,52733,IA,Clinton,PO Box 2940,N,70408,1/1/1940,00:00.0,1/1/1940,00:00.0,2/17/2011,00:00.0,1/1/1900,51:56.0,RBOOKMAN,5/21/2010,00:00.0,1/1/1900,17:16.0,KIMKTAR,INSADR,ASSURANT
1082,1731931,01731931,8666009130,52733,IA,Clinton,PO BOX 2829 (Assurant Supplem),N,ASHC1,1/1/1940,00:00.0,1/1/1940,00:00.0,12/13/2011,00:00.0,1/1/1900,46:04.0,RBOOKMAN,7/6/2010,00:00.0,1/1/1900,18:17.0,KIMKTAR,INSADR,ASSURANT
1082,1755222,01755222,8004427742,52733,IA,Clinton,PO Box 2943 (Assurant Employe),N,70408,1/1/1940,00:00.0,1/1/1940,00:00.0,2/17/2011,00:00.0,1/1/1900,41:40.0,RBOOKMAN,7/23/2010,00:00.0,1/1/1900,51:00.0,LISASPE,ADRMASTRG,ASSURANT
1082,2016294,02016294,8666009130,52733,IA,Clinton,PO Box 2829 (Assurant Supplem),N,ASHC1,1/1/1940,00:00.0,1/1/1940,00:00.0,12/13/2011,00:00.0,1/1/1900,46:19.0,RBOOKMAN,1/28/2011,00:00.0,1/1/1900,03:48.0,RBOOKMAN,INSADR,ASSURANT
1082,2564288,02564288,8663870484,52733,IA,Clinton,PO Box 2806,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,1/10/2012,00:00.0,1/1/1900,35:09.0,KVANCAMP,1/10/2012,00:00.0,1/1/1900,34:40.0,KVANCAMP,INSADR,ASSURANT
1082,2583369,02583369,8004427742,52733,IA,Clinton,PO Box 2941,N,70408,1/1/1940,00:00.0,1/1/1940,00:00.0,1/20/2012,00:00.0,1/1/1900,11:36.0,KVANCAMP,1/20/2012,00:00.0,1/1/1900,11:18.0,KVANCAMP,INSADR,ASSURANT
1082,2754707,02754707,8008001212,52733,IA,Clinton,PO Box 2877,,70408,1/1/1940,00:00.0,1/1/1940,00:00.0,4/18/2012,00:00.0,1/1/1900,02:51.0,KJAGDEO,4/18/2012,00:00.0,1/1/1900,02:08.0,KJAGDEO,INSADR,ASSURANT
1082,4026721,04026721,8005537654,52733,IA,Clinton,PO Box 2806,,6126,1/1/1940,00:00.0,Y752835      2017-12-15,00:00.0,12/15/2017,00:00.0,1/1/1900,47:27.0,JDALE,2/12/2014,00:00.0,1/1/1900,44:43.0,MCARMONA,INSADR,ASSURANT
1082,7225422,07225422,8663870484,53201,WI,Milwaukee,PO Box 3252,,ASHC1,1/1/1940,00:00.0,1/1/1940,00:00.0,10/3/2016,00:00.0,1/1/1900,36:53.0,LORIGUI,10/3/2016,00:00.0,1/1/1900,36:20.0,LORIGUI,INSADR,ASSURANT
1082,11465899,11465899,8009279197,53201,WI,Milwaukee,PO Box 664,,CX087,1/1/1940,00:00.0,1/1/1940,00:00.0,1/24/2019,00:00.0,1/1/1900,17:08.0,LORIGUI,1/24/2019,00:00.0,1/1/1900,16:40.0,LORIGUI,INSADR,ASSURANT
1083,485432,00485432,2167816420,44114,OH,Cleveland,1603 E 27th Street,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,11:02.0,CC_JWAHDEN,12/22/2005,00:00.0,1/1/1900,10:21.0,RBOOKMAN,ADRMASTRG,AFSCME
1083,1006539,01006539,2128151600,20036,DC,Washington,125 L Street Nw,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,25:55.0,CC_JWAHDEN,9/23/2008,00:00.0,1/1/1900,25:23.0,KIMKTAR,ADRMASTRG,AFSCME
1083,1241551,01241551,2167816420,20036,DC,Washington,1625 L Street Nw,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,5/22/2009,00:00.0,1/1/1900,52:44.0,KIMKTAR,5/22/2009,00:00.0,1/1/1900,52:23.0,KIMKTAR,INSADR,AFSCME
1083,1276438,01276438,5136414111,45229,OH,Cincinnati,1213 Tennessee Ave,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,6/25/2009,00:00.0,1/1/1900,34:25.0,CCLUETT,6/25/2009,00:00.0,1/1/1900,34:09.0,CCLUETT,INSADR,AFSCME
1083,1305036,01305036,8005267201,44144,OH,Cleveland,1603 Eastway Road,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,7/22/2009,00:00.0,1/1/1900,00:02.0,CCLUETT,7/22/2009,00:00.0,1/1/1900,59:38.0,CCLUETT,INSADR,AFSCME
1083,1950978,01950978,4195360880,43615,OH,Toledo,420 South Reynolds Rd,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,12/13/2010,00:00.0,1/1/1900,13:39.0,KIMKTAR,12/13/2010,00:00.0,1/1/1900,13:18.0,KIMKTAR,INSADR,AFSCME
1084,485541,00485541,8003317620,44501,OH,Youngstown,PO Box 1049,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,8/3/2009,00:00.0,1/1/1900,13:22.0,KIMKTAR,12/22/2005,00:00.0,1/1/1900,12:52.0,RBOOKMAN,ADRMASTRG,PROFFESSIONAL RISK MGMT
1084,767642,00767642,8005906500,60527,IL,Burr Ridge,16 West 455 South Frontage Rd,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,6/6/2008,00:00.0,1/1/1900,55:40.0,KIMKTAR,11/8/2007,00:00.0,1/1/1900,55:18.0,BAHBATT,ADRMASTRG,PROFFESSIONAL RISK MGMT
1085,485682,00485682,7176718551,17112,PA,Harrisburg,PO Box 6480,N,CX065,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,02:28.0,CC_JWAHDEN,12/23/2005,00:00.0,1/1/1900,42:35.0,RBOOKMAN,ADRMASTRG,D H EVANS ASSOCIATES
1086,486236,00486236,7178516860,17405,PA,York,PO Box 2506,N,23266,1/1/1940,00:00.0,1/1/1940,00:00.0,3/16/2010,00:00.0,1/1/1900,43:12.0,KIMKTAR,12/27/2005,00:00.0,1/1/1900,35:06.0,BAHBATT,ADRMASTRG,WELLSPAN
1086,611588,00611588,8009974973,17405,PA,York,PO Box 2347,N,23266,1/1/1940,00:00.0,1/1/1940,00:00.0,2/16/2011,00:00.0,1/1/1900,59:49.0,RBOOKMAN,1/23/2007,00:00.0,1/1/1900,52:28.0,BAHBATT,INSADR,WELLSPAN
1086,629821,00629821,8006367632,17112,PA,Harrisburg,PO Box 6480 (DH Evans),N,CX065,1/1/1940,00:00.0,1/1/1940,00:00.0,2/16/2011,00:00.0,1/1/1900,02:44.0,RBOOKMAN,3/2/2007,00:00.0,1/1/1900,51:32.0,KIMKTAR,INSADR,WELLSPAN
1086,800144,00800144,8006386085,21094,MD,Lutherville Tim,PO Box 4368 (Group Benefit Srv,N,6126,NO ECS                           1940-01-01,00:00.0,1/1/1940,00:00.0,2/16/2011,00:00.0,1/1/1900,06:29.0,RBOOKMAN,1/8/2008,00:00.0,1/1/1900,19:45.0,BAHBATT,ADRMASTRG,WELLSPAN
1087,487126,00487126,8002349009,55440,MN,Minneapolis,PO Box 9385,N,93742,1/1/1940,00:00.0,1/1/1940,00:00.0,2/17/2011,00:00.0,1/1/1900,08:49.0,RBOOKMAN,12/30/2005,00:00.0,1/1/1900,00:44.0,RBOOKMAN,INSADR,SECURIAN (Patriot Mutual)
1087,592863,00592863,8004917336,55440,MN,Minneapolis,PO Box 192,N,93742,1/1/1940,00:00.0,1/1/1940,00:00.0,5/27/2010,00:00.0,1/1/1900,55:37.0,KIMKTAR,12/1/2006,00:00.0,1/1/1900,31:21.0,BAHBATT,INSADR,SECURIAN (Patriot Mutual)
1087,1465514,01465514,8002349009,55400,MN,Minneapolis,PO BOX 2002,N,93742,1/1/1940,00:00.0,1/1/1940,00:00.0,2/17/2011,00:00.0,1/1/1900,08:59.0,RBOOKMAN,12/7/2009,00:00.0,1/1/1900,19:34.0,BBECKER,INSADR,SECURIAN (Patriot Mutual)
1088,487289,00487289,8005385512,92025,CA,Escondido,930 Canterbury Place,N,6126,D      1940-01-01,00:00.0,1/1/1940,00:00.0,12/19/2006,00:00.0,1/1/1900,15:15.0,BECKSCH,12/30/2005,00:00.0,1/1/1900,14:47.0,BAHBATT,INSADR,THE PLAN HANDLERS
1089,488563,00488563,8002908559,4039,ME,Gray,PO Box 1959,N,10525,1/1/1940,00:00.0,1/1/1940,00:00.0,8/3/2009,00:00.0,1/1/1900,12:50.0,KIMKTAR,1/5/2006,00:00.0,1/1/1900,23:16.0,RBOOKMAN,ADRMASTRG,PATIENT ADVOCATES LLC
1089,1252399,01252399,2076577733,4039,ME,Gray,25 Sharker Rd,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,6/3/2009,00:00.0,1/1/1900,19:12.0,KIMKTAR,6/3/2009,00:00.0,1/1/1900,18:57.0,KIMKTAR,INSADR,PATIENT ADVOCATES LLC
1089,1426398,01426398,8002908559,4039,ME,Gray,PO Box 1954,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,1/7/2016,00:00.0,1/1/1900,44:04.0,JDALE,11/4/2009,00:00.0,1/1/1900,20:30.0,ECOSS,INSADR,PATIENT ADVOCATES LLC
1089,2471482,02471482,8002908559,4104,ME,Portland,PO Box 8236,N,10525,1/1/1940,00:00.0,1/1/1940,00:00.0,11/17/2011,00:00.0,1/1/1900,23:01.0,RBOOKMAN,11/15/2011,00:00.0,1/1/1900,39:06.0,KVANCAMP,INSADR,PATIENT ADVOCATES LLC
1090,488680,00488680,8003384330,10602,NY,White Plains,PO Box 5431,N,6126,CANT SEND ECS                    1940-01-01,00:00.0,1/1/1940,00:00.0,2/8/2011,00:00.0,1/1/1900,46:36.0,RBOOKMAN,1/5/2006,00:00.0,1/1/1900,41:41.0,BAHBATT,ADRMASTRG,ALICARE
1090,619995,00619995,8003384330,10602,NY,White Plains,PO Box 5431,N,6126,CANT SEND ECS                    1940-01-01,00:00.0,1/1/1940,00:00.0,2/8/2011,00:00.0,1/1/1900,06:13.0,RBOOKMAN,2/12/2007,00:00.0,1/1/1900,48:59.0,KIMKTAR,ADRMASTRG,ALICARE
1090,1008941,01008941,8002205261,19406,PA,King Of Prussia,PO Box 62467,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,34:03.0,CC_JWAHDEN,9/26/2008,00:00.0,1/1/1900,33:40.0,KIMKTAR,ADRMASTRG,ALICARE
1090,1149347,01149347,8003384330,10602,NY,White Plains,PO Box 5431,N,6126,CANT SEND ECS                    1940-01-01,00:00.0,1/1/1940,00:00.0,1/21/2010,00:00.0,1/1/1900,46:23.0,RBOOKMAN,2/25/2009,00:00.0,1/1/1900,12:40.0,KIMKTAR,INSADR,ALICARE
1090,1496383,01496383,8003384330,10602,NY,White Plains,PO Box 5431,N,6126,CANT SEND ECS                    1940-01-01,00:00.0,1/1/1940,00:00.0,2/8/2011,00:00.0,1/1/1900,22:34.0,RBOOKMAN,1/7/2010,00:00.0,1/1/1900,11:12.0,CCLUETT,INSADR,ALICARE
1090,1497439,01497439,8003384330,10602,NY,White Plains,PO Box 5460,N,6126,CANT SEND ECS                    1940-01-01,00:00.0,1/1/1940,00:00.0,2/8/2011,00:00.0,1/1/1900,22:42.0,RBOOKMAN,1/7/2010,00:00.0,1/1/1900,30:32.0,KIMKTAR,ADRMASTRG,ALICARE
1090,2512020,02512020,8003384330,10602,NY,White Plains,PO Box 5435,N,13343,1/1/1940,00:00.0,1/1/1940,00:00.0,6/24/2016,00:00.0,1/1/1900,02:17.0,JDALE,12/9/2011,00:00.0,1/1/1900,48:29.0,KVANCAMP,INSADR,ALICARE
1091,491335,00491335,4134437176,1203,MA,Pittsfield,PO Box 4458,N,6126,D      1940-01-01,00:00.0,1/1/1940,00:00.0,8/5/2009,00:00.0,1/1/1900,08:03.0,KIMKTAR,1/13/2006,00:00.0,1/1/1900,07:36.0,BAHBATT,ADRMASTRG,GRIGSBY & SMITH
1092,493516,00493516,8002326242,45342,OH,Miamisburg,2570 Technical Drive,N,6126,D      1940-01-01,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,00:50.0,CC_JWAHDEN,1/20/2006,00:00.0,1/1/1900,00:18.0,RBOOKMAN,ADRMASTRG,ACMG INC
1093,496086,00496086,8006064841,46280,IN,Indianapolis,PO Box 80884 (Meritain),N,37299,(MERITAIN)                D      1940-01-01,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,17:39.0,KIMKTAR,1/30/2006,00:00.0,1/1/1900,16:01.0,RBOOKMAN,ADRMASTRG,NYHART
1094,496802,00496802,8004431565,32591,FL,Pensacola,PO Box 13667,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,39:09.0,CC_JWAHDEN,1/31/2006,00:00.0,1/1/1900,38:52.0,BAHBATT,ADRMASTRG,AMERICAN PROGRESSIVE
1094,12638675,12638675,8009992224,29602,SC,Greenville,PO Box 19033,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,7/19/2019,00:00.0,1/1/1900,26:25.0,A088317,7/19/2019,00:00.0,1/1/1900,24:58.0,A088317,INSADR,AMERICAN PROGRESSIVE
1095,497845,00497845,8887295433,70898,LA,Baton Rouge,PO Box 80139,N,STR01,1/1/1940,00:00.0,11/23/2015,00:00.0,4/26/2016,00:00.0,1/1/1900,02:38.0,JDALE,2/3/2006,00:00.0,1/1/1900,56:33.0,BAHBATT,INSADR,ALWAYS DENTAL
1095,895708,00895708,2256101373,70809,LA,Baton Rouge,7800 Office Park Blvd,N,6126,CANT SEND ECS STR01              1940-01-01,00:00.0,1/1/1940,00:00.0,2/8/2011,00:00.0,1/1/1900,46:14.0,RBOOKMAN,5/7/2008,00:00.0,1/1/1900,02:35.0,KIMKTAR,INSADR,ALWAYS DENTAL
1095,1009521,01009521,2259262888,70898,LA,Baton Rouge,PO Box 98100,N,6126,CANT SEND ECS STR01              1940-01-01,00:00.0,1/1/1940,00:00.0,2/8/2011,00:00.0,1/1/1900,46:27.0,RBOOKMAN,9/26/2008,00:00.0,1/1/1900,00:11.0,KIMKTAR,INSADR,ALWAYS DENTAL
1096,499011,00499011,8002978040,63101,MO,Saint Louis,701 Market St STE 1350,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,25:42.0,KIMKTAR,2/8/2006,00:00.0,1/1/1900,25:20.0,BAHBATT,ADRMASTRG,ZMERCER ADMIN
1096,757689,00757689,8002978040,29304,SC,Spartanburg,PO Box 3058,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,17:57.0,KIMKTAR,10/24/2007,00:00.0,1/1/1900,17:41.0,KIMKTAR,ADRMASTRG,ZMERCER ADMIN
1096,834543,00834543,8005624023,52244,IA,Iowa City,PO Box 4542 (Seabury And Smith,N,6126,NO DENTAL PAYER ID               1940-01-01,00:00.0,1/1/1940,00:00.0,3/16/2011,00:00.0,1/1/1900,48:22.0,RBOOKMAN,2/22/2008,00:00.0,1/1/1900,35:17.0,ACHAVEZ,ADRMASTRG,ZMERCER ADMIN
1096,3379478,03379478,8006692255,44101,OH,Cleveland,PO Box 89427,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,4/2/2013,00:00.0,1/1/1900,00:51.0,MCARMONA,4/2/2013,00:00.0,1/1/1900,59:56.0,MCARMONA,INSADR,ZMERCER ADMIN
1097,503194,00503194,8002255381,3431,NH,Keene,PO Box 644 / 93 Railroad St,N,6126,D      1940-01-01,00:00.0,1/1/1940,00:00.0,7/31/2009,00:00.0,1/1/1900,54:35.0,KIMKTAR,2/22/2006,00:00.0,1/1/1900,54:16.0,BAHBATT,ADRMASTRG,WHITNEY BROS
1098,510460,00510460,8007480003,48909,MI,Lansing,PO Box 30132,N,6126,D      1940-01-01,00:00.0,1/1/1940,00:00.0,7/31/2009,00:00.0,1/1/1900,34:27.0,KIMKTAR,3/15/2006,00:00.0,1/1/1900,34:02.0,BAHBATT,ADRMASTRG,WEICO
1099,515855,00515855,8003050406,19610,PA,Wyomissing,50 Commerce Dr,N,6126,D      1940-01-01,00:00.0,1/1/1940,00:00.0,12/19/2006,00:00.0,1/1/1900,04:43.0,BECKSCH,3/30/2006,00:00.0,1/1/1900,04:15.0,BAHBATT,INSADR,PPHN CLAIMS
1099,1807251,01807251,8006367632,17112,PA,Harrisburg,PO Box 6480,N,6126,NO EMDEON ECS                    1940-01-01,00:00.0,1/1/1940,00:00.0,9/7/2010,00:00.0,1/1/1900,42:05.0,RBOOKMAN,8/30/2010,00:00.0,1/1/1900,19:24.0,KIMKTAR,INSADR,PPHN CLAIMS
1100,516079,00516079,4132838113,1069,MA,Palmer,PO Box 850,N,6126,D      1940-01-01,00:00.0,1/1/1940,00:00.0,8/3/2009,00:00.0,1/1/1900,48:55.0,KIMKTAR,3/31/2006,00:00.0,1/1/1900,48:33.0,BAHBATT,ADRMASTRG,PROFILE INC
1101,517169,00517169,8008485433,60068,IL,Park Ridge,PO Box 8112,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,7/31/2009,00:00.0,1/1/1900,45:32.0,KIMKTAR,4/5/2006,00:00.0,1/1/1900,45:07.0,BAHBATT,ADRMASTRG,ZUni Life
1102,519619,00519619,2486434405,48084,MI,Troy,3001 W Big Beaver Rd #320,N,6126,D      1940-01-01,00:00.0,1/1/1940,00:00.0,3/1/2011,00:00.0,1/1/1900,57:38.0,RBOOKMAN,4/13/2006,00:00.0,1/1/1900,56:57.0,BAHBATT,ADRMASTRG,AMERAPLAN
1102,1590715,01590715,8002214254,48084,MI,Troy,3001 W Big Beaver Rd STE 320,N,38219,1/1/1940,00:00.0,X299513      2017-06-23,00:00.0,6/23/2017,00:00.0,1/1/1900,40:43.0,LORIGUI,3/12/2010,00:00.0,1/1/1900,00:04.0,KIMKTAR,INSADR,AMERAPLAN
1102,1720197,01720197,8002214254,48037,MI,Southfield,PO Box 610,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,6/24/2010,00:00.0,1/1/1900,11:16.0,KIMKTAR,6/24/2010,00:00.0,1/1/1900,10:49.0,KIMKTAR,INSADR,AMERAPLAN
1102,9541148,09541148,8002214254,48093,MI,Warren,12200 E Thirteen Mile Rd S120,,38219,1/1/1940,00:00.0,1/1/1940,00:00.0,1/26/2018,00:00.0,1/1/1900,46:21.0,LORIGUI,1/26/2018,00:00.0,1/1/1900,45:37.0,LORIGUI,INSADR,AMERAPLAN
1102,11767977,11767977,8446496080,48068,MI,Royal Oak,PO Box 362,,38219,1/1/1940,00:00.0,1/1/1940,00:00.0,3/8/2019,00:00.0,1/1/1900,46:54.0,LORIGUI,3/8/2019,00:00.0,1/1/1900,46:16.0,LORIGUI,INSADR,AMERAPLAN
1103,519631,00519631,8002340225,43086,OH,Westerville,PO Box 2010,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,8/3/2009,00:00.0,1/1/1900,12:02.0,KIMKTAR,4/13/2006,00:00.0,1/1/1900,11:43.0,BAHBATT,ADRMASTRG,POLARIS
1104,520221,00520221,8004465674,49501,MI,Grand Rapids,PO Box 232,N,38217,1/1/1940,00:00.0,1/1/1940,00:00.0,8/3/2009,00:00.0,1/1/1900,54:43.0,KIMKTAR,4/14/2006,00:00.0,1/1/1900,38:35.0,BAHBATT,ADRMASTRG,PRIORITY HEALTH
1104,794813,00794813,6169421221,75085,TX,Richardson,PO Box 853923 Attn GTESS Op,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,8/3/2009,00:00.0,1/1/1900,18:00.0,KIMKTAR,12/31/2007,00:00.0,1/1/1900,17:21.0,BAHBATT,ADRMASTRG,PRIORITY HEALTH
1104,1115929,01115929,0,48333,MI,Farmington Hill,PO Box 9084,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,8/3/2009,00:00.0,1/1/1900,01:08.0,KIMKTAR,1/28/2009,00:00.0,1/1/1900,00:51.0,ACHAVEZ,ADRMASTRG,PRIORITY HEALTH
1104,1135332,01135332,8009561954,49501,MI,Grand Rapids,PO Box 232,N,38217,1/1/1940,00:00.0,1/1/1940,00:00.0,5/5/2010,00:00.0,1/1/1900,37:20.0,RBOOKMAN,2/13/2009,00:00.0,1/1/1900,21:27.0,BAHBATT,INSADR,PRIORITY HEALTH
1104,1211548,01211548,616464881,49525,MI,Grand Rapids,1231 E Beltline Ave,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,4/22/2009,00:00.0,1/1/1900,07:12.0,KIMKTAR,4/22/2009,00:00.0,1/1/1900,06:49.0,KIMKTAR,INSADR,PRIORITY HEALTH
1105,527419,00527419,8007424441,48161,MI,Monroe,PO Box 240,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,34:04.0,CC_JWAHDEN,5/9/2006,00:00.0,1/1/1900,33:42.0,BAHBATT,ADRMASTRG,ZBENEFIT SOURCE
1105,1306137,01306137,8007424441,48341,MI,Pontiac,888 Enterprise Drive,N,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,8/4/2009,00:00.0,1/1/1900,54:36.0,CC_JWAHDEN,7/23/2009,00:00.0,1/1/1900,53:55.0,AERWIN,ADRMASTRG,ZBENEFIT SOURCE
1106,527422,00527422,8008771122,59806,MT,Missoula,PO Box 3018,N,81040,1/1/1940,00:00.0,1/1/1940,00:00.0,4/8/2011,00:00.0,1/1/1900,27:40.0,RBOOKMAN,5/9/2006,00:00.0,1/1/1900,38:58.0,BAHBATT,INSADR,ALLEGIANCE
1106,1899286,01899286,4067212222,59806,MT,Missoula,PO Box 4867,N,81040,1/1/1940,00:00.0,1/1/1940,00:00.0,4/8/2011,00:00.0,1/1/1900,27:35.0,RBOOKMAN,11/5/2010,00:00.0,1/1/1900,24:15.0,KIMKTAR,INSADR,ALLEGIANCE
1107,530285,00530285,5173496000,48909,MI,Lansing,PO Box 30416,N,DDCA2,1/1/1940,00:00.0,1/1/1940,00:00.0,2/15/2011,00:00.0,1/1/1900,05:22.0,RBOOKMAN,5/19/2006,00:00.0,1/1/1900,52:56.0,BAHBATT,INSADR,ZDELTA CARE IN/OH/MI
1107,567638,00567638,8008709988,48909,MI,Lansing,PO Box 30383,N,DDCA2,1/1/1940,00:00.0,1/1/1940,00:00.0,2/15/2011,00:00.0,1/1/1900,05:26.0,RBOOKMAN,9/21/2006,00:00.0,1/1/1900,50:47.0,BAHBATT,INSADR,ZDELTA CARE IN/OH/MI
1108,531049,00531049,3154580900,13212,NY,North Syracuse,600 South Bay Rd,N,6126,D      1940-01-01,00:00.0,1/1/1940,00:00.0,7/7/2010,00:00.0,1/1/1900,49:26.0,JIMNPAV,5/22/2006,00:00.0,1/1/1900,48:57.0,BAHBATT,ADRMASTRG,VILLAGE OF NORTH SYRACUSE
1109,534983,00534983,8008271006,83707,ID,Boise,PO Box 7408,N,CBID1,1/1/1940,00:00.0,5496667      2019-12-16,00:00.0,2/25/2020,00:00.0,1/1/1900,35:34.0,LORIGUI,6/6/2006,00:00.0,1/1/1900,32:14.0,BAHBATT,INSADR,Blue Cross Idaho
1109,2960178,02960178,8662270913,84130,UT,Salt Lake City,PO Box 31603,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,8/14/2012,00:00.0,1/1/1900,48:02.0,KJAGDEO,8/14/2012,00:00.0,1/1/1900,47:42.0,KJAGDEO,INSADR,Blue Cross Idaho
1109,10186525,10186525,8002271006,83501,ID,Lewiston,PO Box 1106,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,5/17/2018,00:00.0,1/1/1900,19:20.0,LORIGUI,5/17/2018,00:00.0,1/1/1900,15:28.0,LORIGUI,INSADR,Blue Cross Idaho
1109,11162869,11162869,8007886684,37402,TN,Chattanooga,1 Cameron Hill Cir Ste 0002,,CBTN1,1/1/1940,00:00.0,1/1/1940,00:00.0,12/2/2018,00:00.0,1/1/1900,35:02.0,LORIGUI,12/2/2018,00:00.0,1/1/1900,33:33.0,LORIGUI,INSADR,Blue Cross Idaho
1109,12273039,12273039,8555042583,83501,ID,Lewiston,PO Box 857,,6126,1/1/1940,00:00.0,1/1/1940,00:00.0,5/21/2019,00:00.0,1/1/1900,20:18.0,LORIGUI,5/21/2019,00:00.0,1/1/1900,19:02.0,LORIGUI,INSADR,Blue Cross Idaho
1109,12441381,12441381,8002271006,83501,ID,Lewiston,PO Box 1106 (payor ID CBID2),,CBID2,1/1/1940,00:00.0,1/1/1940,00:00.0,6/18/2019,00:00.0,1/1/1900,14:23.0,LORIGUI,6/18/2019,00:00.0,1/1/1900,13:40.0,LORIGUI,ADRMASTRG,Blue Cross Idaho
1109,12951835,12951835,8555042583,55440,MN,Minneapolis,PO Box 75 (payor Id BCAFD),,BCAFD,1/1/1940,00:00.0,1/1/1940,00:00.0,9/10/2019,00:00.0,1/1/1900,29:01.0,A088317,9/10/2019,00:00.0,1/1/1900,25:14.0,A088317,INSADR,Blue Cross Idaho
